funding_sk,funding_id,donor_sk,program_sk,location_sk,time_sk,pledged_amount_usd,received_amount_usd,utilised_amount_usd,balance_usd,utilisation_rate_pct,funding_type,grant_code,reporting_deadline,compliance_status,budget_code,fiscal_year,currency,exchange_rate
519,FND-00519,9,3,2,77,1867809.1,1747213.29,1484099.5,263113.79,84.9,Grant,GRT-34470,2022-08-14,Compliant,BC-107,2021,USD,1.0
520,FND-00520,7,7,14,237,388140.63,255910.72,194559.61,61351.11,76.0,Pooled,GRT-83225,2023-01-25,Compliant,BC-206,2022,USD,1.0
521,FND-00521,9,4,13,141,102984.39,42743.97,40503.18,2240.79,94.8,Pooled,GRT-91029,2022-08-27,Compliant,BC-990,2021,USD,1.0
522,FND-00522,5,9,10,542,580005.81,213306.23,146010.37,67295.86,68.5,In-Kind,GRT-82287,2024-06-24,Compliant,BC-323,2022,USD,1.0
523,FND-00523,7,5,11,804,908482.96,549637.48,463079.33,86558.15,84.3,Grant,GRT-75817,2024-12-15,Compliant,BC-945,2023,USD,1.0
524,FND-00524,2,9,4,491,1146974.28,639475.14,581224.5,58250.64,90.9,Grant,GRT-32868,2023-08-21,Compliant,BC-522,2022,USD,1.0
525,FND-00525,7,9,6,221,1059502.75,472090.01,437947.14,34142.87,92.8,Pooled,GRT-15977,2023-05-11,Compliant,BC-441,2022,USD,1.0
526,FND-00526,4,10,13,79,116206.54,68479.99,58732.67,9747.32,85.8,Loan,GRT-22243,2022-09-07,Compliant,BC-266,2021,USD,1.0
527,FND-00527,10,5,13,77,1428656.16,891965.21,465976.23,425988.98,52.2,Loan,GRT-13078,2023-03-08,Compliant,BC-970,2021,USD,1.0
528,FND-00528,7,5,6,38,1144040.01,442496.1,385989.11,56506.99,87.2,Loan,GRT-57391,2022-06-26,At Risk,BC-978,2021,USD,1.0
529,FND-00529,3,2,4,388,418469.78,320913.98,320597.23,316.75,99.9,Loan,GRT-86490,2024-01-10,Compliant,BC-876,2022,USD,1.0
530,FND-00530,8,8,10,605,1886276.2,1598493.71,1230412.75,368080.96,77.0,In-Kind,GRT-65799,2023-12-20,Compliant,BC-662,2023,USD,1.0
531,FND-00531,4,4,11,398,1751354.75,1284940.09,722304.22,562635.87,56.2,In-Kind,GRT-94579,2023-11-11,Compliant,BC-880,2022,USD,1.0
532,FND-00532,8,3,2,406,1549953.7,1255698.04,880651.24,375046.8,70.1,Pooled,GRT-44656,2024-01-03,Compliant,BC-426,2022,USD,1.0
533,FND-00533,2,8,8,1041,942117.37,579498.03,541752.94,37745.09,93.5,Grant,GRT-59471,2025-05-31,Non-Compliant,BC-715,2024,USD,1.0
534,FND-00534,1,2,7,473,1548174.16,710161.56,399499.95,310661.61,56.3,Pooled,GRT-66466,2023-11-03,At Risk,BC-552,2022,USD,1.0
535,FND-00535,7,6,3,880,618777.32,459272.46,332320.44,126952.02,72.4,In-Kind,GRT-86140,2024-10-30,Compliant,BC-311,2023,USD,1.0
536,FND-00536,2,5,8,853,716556.43,557126.23,532902.95,24223.28,95.7,Loan,GRT-62580,2024-10-21,At Risk,BC-735,2023,USD,1.0
537,FND-00537,2,7,5,883,1528958.28,1216372.02,852199.2,364172.82,70.1,Loan,GRT-43327,2025-05-11,Compliant,BC-415,2023,USD,1.0
538,FND-00538,10,7,6,100,1550598.88,1036326.9,801809.48,234517.42,77.4,Loan,GRT-92540,2022-08-31,Compliant,BC-398,2021,USD,1.0
539,FND-00539,1,9,5,184,524988.81,268318.54,206698.9,61619.64,77.0,Grant,GRT-86747,2022-11-20,Compliant,BC-117,2022,USD,1.0
540,FND-00540,8,1,3,610,1092170.95,829843.19,729200.7,100642.49,87.9,In-Kind,GRT-99579,2024-03-02,Compliant,BC-947,2023,USD,1.0
541,FND-00541,3,7,9,37,1828935.75,1361512.33,712268.55,649243.78,52.3,In-Kind,GRT-63629,2022-12-03,Compliant,BC-879,2021,USD,1.0
542,FND-00542,1,7,5,619,1635034.62,1603197.44,919554.1,683643.34,57.4,Grant,GRT-93828,2024-01-09,Compliant,BC-897,2023,USD,1.0
543,FND-00543,8,9,5,554,698274.27,443889.95,236713.69,207176.26,53.3,Grant,GRT-69345,2024-03-17,At Risk,BC-491,2023,USD,1.0
544,FND-00544,7,4,3,76,1840837.1,1011523.85,991503.21,20020.64,98.0,In-Kind,GRT-12159,2022-09-05,Compliant,BC-861,2021,USD,1.0
545,FND-00545,8,5,5,843,754886.35,743602.23,502143.08,241459.15,67.5,Pooled,GRT-12028,2024-12-30,At Risk,BC-947,2023,USD,1.0
546,FND-00546,10,6,14,893,1821105.51,1578353.64,1333215.35,245138.29,84.5,Pooled,GRT-13430,2024-09-23,At Risk,BC-623,2023,USD,1.0
547,FND-00547,6,5,10,301,989053.13,986148.32,867988.07,118160.25,88.0,Pooled,GRT-68575,2023-08-02,Compliant,BC-798,2022,USD,1.0
548,FND-00548,5,9,9,616,1829677.91,1233915.27,783802.19,450113.08,63.5,In-Kind,GRT-32109,2024-08-26,At Risk,BC-443,2023,USD,1.0
549,FND-00549,4,5,6,634,1898606.98,774285.61,754460.43,19825.18,97.4,In-Kind,GRT-53776,2024-08-01,Compliant,BC-190,2023,USD,1.0
550,FND-00550,2,10,3,130,1805620.51,968241.17,828483.74,139757.43,85.6,Grant,GRT-50061,2022-11-14,Compliant,BC-918,2021,USD,1.0
551,FND-00551,10,10,11,104,1185140.23,407380.97,298750.88,108630.09,73.3,In-Kind,GRT-47450,2023-02-03,Compliant,BC-468,2021,USD,1.0
552,FND-00552,10,4,15,76,1616790.45,1134905.81,961328.86,173576.95,84.7,In-Kind,GRT-75239,2023-03-05,Compliant,BC-703,2021,USD,1.0
553,FND-00553,4,9,9,69,1299737.84,994872.43,978480.24,16392.19,98.4,Grant,GRT-20465,2022-06-08,Compliant,BC-856,2021,USD,1.0
554,FND-00554,6,2,5,913,1653880.81,1250241.67,1204054.81,46186.86,96.3,Loan,GRT-64890,2025-02-25,Compliant,BC-291,2024,USD,1.0
555,FND-00555,5,5,9,707,1457191.24,982011.72,841380.21,140631.51,85.7,Pooled,GRT-41587,2024-07-14,Compliant,BC-990,2023,USD,1.0
556,FND-00556,6,9,10,824,159404.41,126058.64,64464.86,61593.78,51.1,Loan,GRT-24184,2025-03-07,Non-Compliant,BC-225,2023,USD,1.0
557,FND-00557,7,4,12,708,1976099.21,1033445.12,704853.63,328591.49,68.2,Loan,GRT-19964,2024-04-28,Compliant,BC-463,2023,USD,1.0
558,FND-00558,10,2,3,284,156637.3,112219.7,103977.14,8242.56,92.7,Pooled,GRT-82194,2023-01-17,Compliant,BC-692,2022,USD,1.0
559,FND-00559,6,8,6,454,1236179.61,1141810.32,656736.27,485074.05,57.5,Loan,GRT-82246,2023-09-01,Compliant,BC-364,2022,USD,1.0
560,FND-00560,2,1,9,342,638737.36,428698.73,328049.31,100649.42,76.5,Pooled,GRT-76346,2023-09-29,Compliant,BC-253,2022,USD,1.0
561,FND-00561,1,10,13,607,440602.91,440504.16,364389.6,76114.56,82.7,Pooled,GRT-43841,2024-08-04,Compliant,BC-316,2023,USD,1.0
562,FND-00562,10,6,13,352,677816.0,323553.59,220941.66,102611.93,68.3,Loan,GRT-46825,2023-05-27,Compliant,BC-208,2022,USD,1.0
563,FND-00563,1,1,8,234,1811748.67,603436.85,404932.51,198504.34,67.1,Loan,GRT-30181,2023-02-17,Compliant,BC-978,2022,USD,1.0
564,FND-00564,9,7,7,169,1084515.9,477293.24,467929.51,9363.73,98.0,Pooled,GRT-65115,2023-03-07,Compliant,BC-323,2021,USD,1.0
565,FND-00565,2,7,8,214,1341231.62,869557.08,582640.67,286916.41,67.0,Pooled,GRT-57083,2023-04-15,Compliant,BC-415,2022,USD,1.0
566,FND-00566,7,10,9,857,316892.82,100367.89,78691.0,21676.89,78.4,Grant,GRT-63881,2024-12-10,At Risk,BC-417,2023,USD,1.0
567,FND-00567,6,3,13,299,1927384.63,807580.77,700451.4,107129.37,86.7,Grant,GRT-41623,2023-09-23,At Risk,BC-657,2022,USD,1.0
568,FND-00568,10,4,5,59,597097.98,203282.37,191420.5,11861.87,94.2,Pooled,GRT-31186,2022-07-08,At Risk,BC-202,2021,USD,1.0
569,FND-00569,6,2,10,618,38249.89,13187.52,11652.48,1535.04,88.4,Loan,GRT-79001,2023-12-29,Compliant,BC-410,2023,USD,1.0
570,FND-00570,4,2,13,548,972873.17,941863.28,774176.02,167687.26,82.2,In-Kind,GRT-38477,2023-10-07,Compliant,BC-385,2023,USD,1.0
571,FND-00571,9,5,14,1036,272624.83,122125.22,88992.93,33132.29,72.9,In-Kind,GRT-30840,2025-09-25,Compliant,BC-537,2024,USD,1.0
572,FND-00572,8,5,3,690,1800025.61,867821.5,555491.07,312330.43,64.0,Pooled,GRT-91837,2024-05-04,Compliant,BC-584,2023,USD,1.0
573,FND-00573,7,10,8,840,791764.0,717003.92,523273.28,193730.64,73.0,Loan,GRT-28848,2025-04-12,Compliant,BC-871,2023,USD,1.0
574,FND-00574,10,7,1,363,1480979.64,1102847.16,976039.43,126807.73,88.5,Pooled,GRT-16839,2023-04-12,Non-Compliant,BC-148,2022,USD,1.0
575,FND-00575,6,5,1,308,1873742.88,1199761.21,905658.95,294102.26,75.5,Loan,GRT-41030,2023-10-12,At Risk,BC-258,2022,USD,1.0
576,FND-00576,4,10,9,983,1981420.55,1921341.11,1548803.23,372537.88,80.6,Grant,GRT-27987,2025-07-09,Compliant,BC-374,2024,USD,1.0
577,FND-00577,8,6,4,301,1358450.5,1162888.68,705792.01,457096.67,60.7,Grant,GRT-91196,2023-10-16,At Risk,BC-382,2022,USD,1.0
578,FND-00578,9,5,14,377,1031842.1,910814.26,695534.73,215279.53,76.4,Loan,GRT-74065,2023-08-22,Compliant,BC-515,2022,USD,1.0
579,FND-00579,6,4,5,549,1647868.07,722921.17,596068.55,126852.62,82.5,In-Kind,GRT-17388,2023-10-08,At Risk,BC-830,2023,USD,1.0
580,FND-00580,2,4,5,212,65564.18,40420.31,21624.81,18795.5,53.5,In-Kind,GRT-85217,2023-04-02,Compliant,BC-224,2022,USD,1.0
581,FND-00581,5,5,6,681,529074.33,197210.19,102021.32,95188.87,51.7,In-Kind,GRT-41004,2024-07-03,Compliant,BC-347,2023,USD,1.0
582,FND-00582,7,1,5,681,894634.65,331882.23,310857.24,21024.99,93.7,Loan,GRT-13127,2024-04-14,Compliant,BC-788,2023,USD,1.0
583,FND-00583,10,1,4,251,1469439.4,709515.81,526354.02,183161.79,74.2,Grant,GRT-88031,2023-05-24,Compliant,BC-119,2022,USD,1.0
584,FND-00584,10,8,12,440,1078857.53,864049.43,536044.94,328004.49,62.0,Loan,GRT-38577,2024-01-03,At Risk,BC-129,2022,USD,1.0
585,FND-00585,5,4,1,633,989182.88,884221.03,498208.45,386012.58,56.3,Grant,GRT-97546,2024-01-16,Compliant,BC-548,2023,USD,1.0
586,FND-00586,8,3,8,566,1312357.69,541040.29,413993.11,127047.18,76.5,Loan,GRT-67909,2023-11-09,At Risk,BC-804,2023,USD,1.0
587,FND-00587,9,8,4,597,939332.7,688893.1,423254.99,265638.11,61.4,Loan,GRT-65858,2024-05-26,Compliant,BC-525,2023,USD,1.0
588,FND-00588,5,7,12,577,501389.47,365247.92,343112.17,22135.75,93.9,In-Kind,GRT-21424,2024-01-16,Compliant,BC-905,2023,USD,1.0
589,FND-00589,5,9,13,424,1491488.83,557302.74,539776.02,17526.72,96.9,Pooled,GRT-48222,2023-10-05,Non-Compliant,BC-637,2022,USD,1.0
590,FND-00590,1,8,5,211,1502458.11,621608.33,572410.59,49197.74,92.1,Loan,GRT-32386,2023-04-07,At Risk,BC-409,2022,USD,1.0
591,FND-00591,2,3,7,86,1878109.45,731565.15,695912.37,35652.78,95.1,In-Kind,GRT-28249,2022-11-08,Compliant,BC-277,2021,USD,1.0
592,FND-00592,3,8,11,703,1362266.52,1312197.73,1066036.27,246161.46,81.2,Pooled,GRT-60627,2024-11-01,Compliant,BC-569,2023,USD,1.0
593,FND-00593,8,7,10,553,1248040.06,752058.49,435745.39,316313.1,57.9,Grant,GRT-93357,2024-03-06,Compliant,BC-883,2023,USD,1.0
594,FND-00594,1,10,7,591,1726324.39,824526.87,707614.79,116912.08,85.8,Loan,GRT-10322,2024-07-31,At Risk,BC-552,2023,USD,1.0
595,FND-00595,3,4,8,321,1880088.95,1386840.7,1035755.88,351084.82,74.7,Pooled,GRT-83199,2023-06-11,Compliant,BC-363,2022,USD,1.0
596,FND-00596,6,6,15,958,1474468.81,1390681.23,1042284.22,348397.01,74.9,In-Kind,GRT-80995,2025-07-12,Compliant,BC-102,2024,USD,1.0
597,FND-00597,9,9,1,787,1842702.64,1303058.54,1224294.12,78764.42,94.0,Pooled,GRT-87047,2024-07-15,Compliant,BC-949,2023,USD,1.0
598,FND-00598,10,5,2,334,1428918.05,675376.54,590017.76,85358.78,87.4,Grant,GRT-47748,2023-11-30,Compliant,BC-201,2022,USD,1.0
599,FND-00599,3,5,6,890,1032034.07,554070.26,359428.96,194641.3,64.9,In-Kind,GRT-15129,2025-05-24,Compliant,BC-519,2023,USD,1.0
600,FND-00600,8,6,11,925,833138.08,804998.62,743184.11,61814.51,92.3,Grant,GRT-75044,2025-01-22,Compliant,BC-300,2024,USD,1.0
601,FND-00601,5,10,15,191,282930.26,109605.28,65674.01,43931.27,59.9,Pooled,GRT-12960,2023-01-13,Compliant,BC-812,2022,USD,1.0
602,FND-00602,7,5,2,714,147218.52,65890.29,64395.61,1494.68,97.7,In-Kind,GRT-41645,2024-08-29,Compliant,BC-540,2023,USD,1.0
603,FND-00603,7,8,13,628,1852180.32,1555568.81,1025721.67,529847.14,65.9,Pooled,GRT-20433,2024-04-09,Compliant,BC-928,2023,USD,1.0
604,FND-00604,4,1,5,479,814923.05,253156.12,220284.94,32871.18,87.0,Pooled,GRT-75008,2023-08-01,Compliant,BC-331,2022,USD,1.0
605,FND-00605,1,6,12,796,337271.19,139692.95,95929.66,43763.29,68.7,Loan,GRT-52606,2024-12-25,At Risk,BC-190,2023,USD,1.0
606,FND-00606,5,10,11,420,827360.93,445938.64,258605.73,187332.91,58.0,Pooled,GRT-90126,2023-08-03,Compliant,BC-975,2022,USD,1.0
607,FND-00607,10,9,12,661,799561.67,550661.3,424473.46,126187.84,77.1,In-Kind,GRT-47492,2024-07-14,Compliant,BC-832,2023,USD,1.0
608,FND-00608,10,5,10,201,1674382.83,1322018.63,802421.31,519597.32,60.7,Loan,GRT-61280,2022-12-01,Compliant,BC-187,2022,USD,1.0
609,FND-00609,9,6,5,430,718455.1,267507.87,156596.09,110911.78,58.5,Pooled,GRT-97994,2023-09-16,Compliant,BC-490,2022,USD,1.0
610,FND-00610,6,1,10,1011,907585.6,858896.81,698480.65,160416.16,81.3,Pooled,GRT-78029,2025-04-02,Compliant,BC-859,2024,USD,1.0
611,FND-00611,2,7,15,532,1900904.71,1145698.47,959792.66,185905.81,83.8,Grant,GRT-80765,2024-04-15,Compliant,BC-262,2022,USD,1.0
612,FND-00612,6,8,13,376,1961592.29,1799349.26,1008997.85,790351.41,56.1,Loan,GRT-45483,2023-10-21,Compliant,BC-802,2022,USD,1.0
613,FND-00613,3,7,1,100,216717.77,122890.92,75816.52,47074.4,61.7,In-Kind,GRT-60197,2023-03-29,At Risk,BC-137,2021,USD,1.0
614,FND-00614,8,10,15,129,911594.77,786145.84,593073.54,193072.3,75.4,Loan,GRT-99203,2022-09-25,At Risk,BC-657,2021,USD,1.0
615,FND-00615,10,9,7,1022,1407795.61,572274.99,436912.71,135362.28,76.3,Grant,GRT-23027,2025-09-16,Compliant,BC-859,2024,USD,1.0
616,FND-00616,7,4,7,1055,741525.48,673700.67,438449.69,235250.98,65.1,Grant,GRT-46427,2025-09-06,Non-Compliant,BC-654,2024,USD,1.0
617,FND-00617,10,7,3,482,494707.44,429889.15,413341.83,16547.32,96.2,Grant,GRT-15324,2024-03-20,Compliant,BC-634,2022,USD,1.0
618,FND-00618,4,8,13,260,182541.54,103300.45,97987.9,5312.55,94.9,Grant,GRT-95018,2023-08-19,Compliant,BC-554,2022,USD,1.0
619,FND-00619,5,5,7,380,131428.86,73140.29,36794.21,36346.08,50.3,In-Kind,GRT-64655,2023-12-18,At Risk,BC-835,2022,USD,1.0
620,FND-00620,2,8,4,504,1875019.69,763293.92,743206.89,20087.03,97.4,In-Kind,GRT-50164,2024-03-14,Compliant,BC-530,2022,USD,1.0
621,FND-00621,5,4,5,419,1062299.27,761640.21,617053.64,144586.57,81.0,Loan,GRT-93513,2023-10-04,Compliant,BC-813,2022,USD,1.0
622,FND-00622,8,8,8,146,593503.56,248604.04,208855.89,39748.15,84.0,In-Kind,GRT-76725,2022-10-23,Compliant,BC-184,2021,USD,1.0
623,FND-00623,3,8,15,605,1671294.7,969328.15,575043.71,394284.44,59.3,Grant,GRT-20572,2024-01-21,Compliant,BC-870,2023,USD,1.0
624,FND-00624,1,4,13,1023,1786642.98,690623.41,572905.48,117717.93,83.0,In-Kind,GRT-92630,2025-07-26,Compliant,BC-665,2024,USD,1.0
625,FND-00625,2,1,9,555,753110.59,428044.29,396880.0,31164.29,92.7,Loan,GRT-44984,2024-03-25,Compliant,BC-508,2023,USD,1.0
626,FND-00626,5,2,12,77,1295932.23,751948.68,503760.74,248187.94,67.0,Loan,GRT-33227,2022-09-15,Compliant,BC-837,2021,USD,1.0
627,FND-00627,9,10,11,60,587374.41,573603.77,550816.38,22787.39,96.0,In-Kind,GRT-99081,2022-11-28,Compliant,BC-938,2021,USD,1.0
628,FND-00628,4,6,14,315,929977.29,805320.31,733929.6,71390.71,91.1,In-Kind,GRT-30574,2023-04-02,Compliant,BC-935,2022,USD,1.0
629,FND-00629,2,6,12,182,995534.05,685353.22,362488.74,322864.48,52.9,Grant,GRT-12896,2022-12-18,Compliant,BC-396,2022,USD,1.0
630,FND-00630,10,6,15,344,96403.73,60073.32,33602.0,26471.32,55.9,Loan,GRT-99206,2023-06-20,Compliant,BC-402,2022,USD,1.0
631,FND-00631,9,6,1,283,603269.44,416037.02,358223.88,57813.14,86.1,Grant,GRT-14114,2023-08-15,Compliant,BC-655,2022,USD,1.0
632,FND-00632,6,9,12,245,248506.84,83483.09,60222.58,23260.51,72.1,Pooled,GRT-87657,2023-03-31,At Risk,BC-960,2022,USD,1.0
633,FND-00633,1,9,11,74,1693796.26,1491413.54,1363146.55,128266.99,91.4,In-Kind,GRT-24396,2022-06-29,Compliant,BC-894,2021,USD,1.0
634,FND-00634,1,5,13,203,627226.6,427173.41,254255.12,172918.29,59.5,Loan,GRT-99602,2022-11-02,Compliant,BC-719,2022,USD,1.0
635,FND-00635,3,4,9,808,1769493.33,1450415.16,1226109.58,224305.58,84.5,Loan,GRT-25523,2024-10-28,Compliant,BC-569,2023,USD,1.0
636,FND-00636,8,9,8,822,1282714.16,606536.34,563937.06,42599.28,93.0,Pooled,GRT-33981,2024-11-05,Compliant,BC-953,2023,USD,1.0
637,FND-00637,4,5,14,821,1590738.58,1335726.53,1289154.73,46571.8,96.5,Loan,GRT-85262,2024-11-16,At Risk,BC-483,2023,USD,1.0
638,FND-00638,6,5,1,710,1605435.84,1382712.61,1337210.65,45501.96,96.7,In-Kind,GRT-41624,2024-10-21,At Risk,BC-437,2023,USD,1.0
639,FND-00639,9,2,1,689,904080.31,318666.71,244115.83,74550.88,76.6,Pooled,GRT-54304,2024-07-04,At Risk,BC-714,2023,USD,1.0
640,FND-00640,3,3,13,295,1478973.45,643552.49,446398.35,197154.14,69.4,Pooled,GRT-13410,2023-07-01,Compliant,BC-802,2022,USD,1.0
641,FND-00641,4,5,7,395,475449.0,155890.23,83893.98,71996.25,53.8,Loan,GRT-33524,2023-07-09,Compliant,BC-800,2022,USD,1.0
642,FND-00642,10,3,1,34,1043923.35,640719.48,529440.49,111278.99,82.6,Loan,GRT-73353,2022-06-27,Compliant,BC-839,2021,USD,1.0
643,FND-00643,7,7,13,407,1984880.31,1261203.96,1104825.2,156378.76,87.6,Loan,GRT-35234,2023-07-30,Compliant,BC-321,2022,USD,1.0
644,FND-00644,10,4,6,24,1426537.47,838392.21,757707.74,80684.47,90.4,Pooled,GRT-93833,2022-11-22,At Risk,BC-849,2021,USD,1.0
645,FND-00645,3,8,15,787,1206066.37,915663.51,612931.9,302731.61,66.9,Loan,GRT-13516,2025-01-12,At Risk,BC-191,2023,USD,1.0
646,FND-00646,10,4,2,20,397409.93,194441.8,113080.42,81361.38,58.2,In-Kind,GRT-96629,2022-10-11,Compliant,BC-929,2021,USD,1.0
647,FND-00647,7,8,5,852,1988296.11,991678.82,980589.45,11089.37,98.9,In-Kind,GRT-49000,2025-04-05,Compliant,BC-464,2023,USD,1.0
648,FND-00648,3,3,8,724,908299.19,558406.17,486607.54,71798.63,87.1,Pooled,GRT-38541,2024-11-16,Compliant,BC-445,2023,USD,1.0
649,FND-00649,5,4,14,422,1203576.35,615849.71,387225.77,228623.94,62.9,In-Kind,GRT-91089,2023-06-03,Compliant,BC-877,2022,USD,1.0
650,FND-00650,1,2,7,643,1687058.95,1515652.47,1205950.89,309701.58,79.6,Grant,GRT-64003,2024-08-28,Compliant,BC-772,2023,USD,1.0
651,FND-00651,1,5,10,857,1028067.42,863632.83,506683.13,356949.7,58.7,Loan,GRT-80426,2024-11-10,At Risk,BC-868,2023,USD,1.0
652,FND-00652,1,2,9,832,1347011.71,1346465.68,749515.24,596950.44,55.7,Pooled,GRT-41113,2024-10-28,Compliant,BC-195,2023,USD,1.0
653,FND-00653,2,8,12,509,1819455.35,848727.35,770457.98,78269.37,90.8,In-Kind,GRT-97750,2023-10-09,Compliant,BC-292,2022,USD,1.0
654,FND-00654,5,2,8,785,280871.38,246929.75,181164.37,65765.38,73.4,Pooled,GRT-59900,2024-06-14,Compliant,BC-848,2023,USD,1.0
655,FND-00655,7,9,6,254,875842.21,425442.08,346101.36,79340.72,81.4,Pooled,GRT-22332,2023-06-22,Compliant,BC-992,2022,USD,1.0
656,FND-00656,4,7,2,1037,1534353.46,985083.65,826237.84,158845.81,83.9,Loan,GRT-31228,2025-08-19,Compliant,BC-360,2024,USD,1.0
657,FND-00657,3,6,9,621,133353.49,117333.61,60635.82,56697.79,51.7,Grant,GRT-83193,2024-02-01,Compliant,BC-482,2023,USD,1.0
658,FND-00658,2,7,2,949,1776171.39,1770459.76,1101935.78,668523.98,62.2,In-Kind,GRT-10263,2025-05-23,Non-Compliant,BC-141,2024,USD,1.0
659,FND-00659,5,6,12,603,702745.22,477469.57,397724.78,79744.79,83.3,Loan,GRT-86199,2024-06-29,Compliant,BC-164,2023,USD,1.0
660,FND-00660,4,3,3,796,784644.28,562084.25,372583.76,189500.49,66.3,Loan,GRT-99774,2025-02-25,Compliant,BC-996,2023,USD,1.0
661,FND-00661,2,7,11,614,348003.42,119890.15,88067.81,31822.34,73.5,Grant,GRT-77463,2024-02-19,At Risk,BC-942,2023,USD,1.0
662,FND-00662,9,7,7,397,1234565.01,685055.85,527747.13,157308.72,77.0,In-Kind,GRT-22554,2023-06-26,Compliant,BC-364,2022,USD,1.0
663,FND-00663,4,3,13,1004,1591175.61,1446633.54,754284.97,692348.57,52.1,Pooled,GRT-87352,2025-07-28,Compliant,BC-622,2024,USD,1.0
664,FND-00664,4,9,2,254,101058.87,63523.71,43158.54,20365.17,67.9,Pooled,GRT-55421,2023-05-01,Compliant,BC-863,2022,USD,1.0
665,FND-00665,7,9,10,709,97321.65,96040.32,86975.32,9065.0,90.6,Pooled,GRT-40054,2024-12-01,Compliant,BC-707,2023,USD,1.0
666,FND-00666,8,3,1,845,124463.92,73585.87,58381.85,15204.02,79.3,Grant,GRT-19903,2024-08-07,Compliant,BC-806,2023,USD,1.0
667,FND-00667,2,8,5,22,1484854.09,1379868.44,1277042.15,102826.29,92.5,Loan,GRT-58831,2022-07-08,Compliant,BC-819,2021,USD,1.0
668,FND-00668,4,3,8,804,1065697.75,576549.04,389076.63,187472.41,67.5,Grant,GRT-65950,2024-06-19,Compliant,BC-863,2023,USD,1.0
669,FND-00669,1,8,9,292,582946.43,256587.15,234480.65,22106.5,91.4,In-Kind,GRT-51845,2023-10-06,Compliant,BC-228,2022,USD,1.0
670,FND-00670,5,10,11,1007,1591978.04,1012508.96,904747.14,107761.82,89.4,Grant,GRT-63089,2025-09-30,Compliant,BC-255,2024,USD,1.0
671,FND-00671,9,1,8,830,235207.51,213144.2,145807.25,67336.95,68.4,Loan,GRT-22517,2024-09-21,At Risk,BC-137,2023,USD,1.0
672,FND-00672,3,2,7,670,1914328.08,1878496.6,1214317.37,664179.23,64.6,Loan,GRT-19400,2024-08-18,Compliant,BC-328,2023,USD,1.0
673,FND-00673,9,3,8,287,292435.38,134405.72,129014.13,5391.59,96.0,In-Kind,GRT-46845,2023-03-28,Compliant,BC-408,2022,USD,1.0
674,FND-00674,8,1,3,369,308581.69,144250.5,134750.5,9500.0,93.4,Grant,GRT-29710,2023-05-15,Compliant,BC-226,2022,USD,1.0
675,FND-00675,4,5,4,115,368053.11,316901.46,239198.92,77702.54,75.5,Loan,GRT-35679,2023-01-19,Compliant,BC-761,2021,USD,1.0
676,FND-00676,3,6,5,724,1587871.1,935145.96,641983.09,293162.87,68.7,Grant,GRT-87850,2024-06-15,Compliant,BC-529,2023,USD,1.0
677,FND-00677,10,6,8,1018,1344283.78,575134.9,457448.42,117686.48,79.5,Loan,GRT-30215,2025-03-24,Compliant,BC-718,2024,USD,1.0
678,FND-00678,4,3,13,849,1239532.28,403484.89,271782.82,131702.07,67.4,Pooled,GRT-54528,2024-10-08,Compliant,BC-160,2023,USD,1.0
679,FND-00679,6,10,9,600,490943.33,344755.47,195832.56,148922.91,56.8,Pooled,GRT-19026,2024-05-07,Compliant,BC-968,2023,USD,1.0
680,FND-00680,4,7,12,150,1493066.07,681056.37,576591.21,104465.16,84.7,In-Kind,GRT-90498,2023-01-11,Compliant,BC-965,2021,USD,1.0
681,FND-00681,4,7,15,368,990990.81,553782.79,462720.75,91062.04,83.6,Pooled,GRT-61957,2023-05-27,Compliant,BC-984,2022,USD,1.0
682,FND-00682,3,5,5,724,1271985.62,590502.88,562483.92,28018.96,95.3,Loan,GRT-30319,2024-06-09,Compliant,BC-985,2023,USD,1.0
683,FND-00683,6,9,15,213,1317860.47,1168670.39,643704.93,524965.46,55.1,Loan,GRT-93926,2023-02-14,At Risk,BC-847,2022,USD,1.0
684,FND-00684,8,6,11,856,1951682.76,1144570.84,766360.45,378210.39,67.0,Loan,GRT-60841,2024-12-26,Compliant,BC-590,2023,USD,1.0
685,FND-00685,2,9,15,1024,1238766.36,658198.78,534293.71,123905.07,81.2,Pooled,GRT-78800,2025-06-13,Compliant,BC-401,2024,USD,1.0
686,FND-00686,5,5,2,785,1784114.46,776753.72,654044.57,122709.15,84.2,Loan,GRT-62131,2024-12-10,Compliant,BC-499,2023,USD,1.0
687,FND-00687,10,2,8,190,299181.86,142480.65,120192.88,22287.77,84.4,Pooled,GRT-91215,2023-05-19,Compliant,BC-729,2022,USD,1.0
688,FND-00688,9,8,13,24,1960387.2,1522185.13,1312279.9,209905.23,86.2,Loan,GRT-67414,2022-06-26,Compliant,BC-508,2021,USD,1.0
689,FND-00689,5,4,1,979,1654268.37,1443370.51,767908.51,675462.0,53.2,Pooled,GRT-14926,2025-04-13,At Risk,BC-125,2024,USD,1.0
690,FND-00690,8,8,8,813,1653990.64,781175.74,675393.78,105781.96,86.5,Loan,GRT-87729,2024-07-12,Compliant,BC-964,2023,USD,1.0
691,FND-00691,1,9,10,585,1813915.7,1093133.15,699123.29,394009.86,64.0,Loan,GRT-86096,2024-07-30,Compliant,BC-591,2023,USD,1.0
