distribution_sk,distribution_id,beneficiary_sk,location_sk,program_sk,time_sk,aid_type,quantity_distributed,unit_cost_usd,total_cost_usd,planned_date,actual_date,delay_days,delivery_status,transport_mode,distribution_point,staff_id,verification_method,beneficiary_confirmed,data_quality_flag,notes
8602,DIST-008602,1690,10,7,705,Winterization Kit,43,75,3225,2023-12-06,2023-12-06,0,Completed,Handcarry,DP-45,STF-100,Token,0,0,
8603,DIST-008603,4993,15,2,702,NFI Kit,45,85,3825,2023-12-03,2023-12-04,1,Partial,Air,DP-05,STF-016,Biometric,1,0,
8604,DIST-008604,2619,4,1,20,Cash Transfer,20,100,2000,2022-01-20,2022-01-21,1,Completed,Truck,DP-35,STF-079,List-based,1,0,
8605,DIST-008605,4115,2,8,407,Cash Transfer,32,100,3200,2023-02-11,2023-02-16,5,Completed,Air,DP-11,STF-071,Biometric,0,0,
8606,DIST-008606,2618,13,10,923,Food Ration,17,45,765,2024-07-11,2024-07-12,1,Completed,Air,DP-07,STF-087,Biometric,1,0,
8607,DIST-008607,2927,14,5,457,Food Ration,27,45,1215,2023-04-02,2023-04-04,2,Completed,Boat,DP-34,STF-038,List-based,1,0,
8608,DIST-008608,1390,6,1,858,Education Kit,19,35,665,2024-05-07,2024-05-07,0,Completed,Air,DP-41,STF-098,Token,1,0,
8609,DIST-008609,3601,12,1,943,Medical Supplies,8,120,960,2024-07-31,2024-08-09,9,Partial,Handcarry,DP-37,STF-149,Voucher,1,0,
8610,DIST-008610,246,14,8,656,Food Ration,26,45,1170,2023-10-18,2023-10-28,10,Completed,Air,DP-21,STF-050,Voucher,1,0,
8611,DIST-008611,328,14,7,428,Education Kit,47,35,1645,2023-03-04,2023-03-12,8,Completed,Air,DP-11,STF-090,Biometric,1,0,
8612,DIST-008612,4431,7,6,2,Education Kit,30,35,1050,2022-01-02,2022-01-12,10,Completed,Air,DP-43,STF-140,List-based,1,0,
8613,DIST-008613,2108,6,9,272,Winterization Kit,13,75,975,2022-09-29,2022-10-07,8,Completed,Air,DP-33,STF-191,Voucher,1,0,
8614,DIST-008614,3264,9,1,1014,Shelter Kit,14,250,3500,2024-10-10,2024-10-29,19,Delayed,Truck,DP-14,STF-072,Voucher,1,1,
8615,DIST-008615,3048,6,2,817,NFI Kit,20,85,1700,2024-03-27,2024-03-29,2,Failed,Air,DP-50,STF-044,Biometric,1,1,
8616,DIST-008616,37,3,5,208,Cash Transfer,24,100,2400,2022-07-27,2022-07-31,4,In Transit,Truck,DP-19,STF-077,Token,0,0,
8617,DIST-008617,4575,5,1,489,Shelter Kit,2,250,500,2023-05-04,2023-05-06,2,In Transit,Air,DP-46,STF-088,Biometric,1,0,
8618,DIST-008618,3108,13,6,696,Medical Supplies,2,120,240,2023-11-27,2023-12-01,4,Completed,Boat,DP-05,STF-018,List-based,1,0,
8619,DIST-008619,4230,11,2,827,Food Ration,9,45,405,2024-04-06,2024-04-14,8,Completed,Handcarry,DP-28,STF-177,List-based,1,0,
8620,DIST-008620,4927,9,2,876,Medical Supplies,42,120,5040,2024-05-25,2024-05-30,5,Completed,Truck,DP-12,STF-182,Token,0,0,
8621,DIST-008621,3871,8,4,411,WASH Kit,4,60,240,2023-02-15,2023-02-15,0,Completed,Air,DP-45,STF-087,Voucher,1,0,
8622,DIST-008622,887,9,4,292,Food Ration,31,45,1395,2022-10-19,2022-10-20,1,Failed,Boat,DP-24,STF-127,Token,1,0,
8623,DIST-008623,2071,1,8,540,Food Ration,14,45,630,2023-06-24,2023-06-28,4,In Transit,Air,DP-10,STF-156,Token,1,0,
8624,DIST-008624,4516,11,4,579,Education Kit,17,35,595,2023-08-02,2023-08-11,9,Completed,Boat,DP-19,STF-105,Voucher,1,0,
8625,DIST-008625,1245,10,7,413,Education Kit,13,35,455,2023-02-17,2023-02-24,7,Completed,Boat,DP-47,STF-167,Token,1,0,
8626,DIST-008626,3439,8,1,29,Education Kit,32,35,1120,2022-01-29,2022-02-06,8,Completed,Handcarry,DP-05,STF-050,Voucher,0,0,
8627,DIST-008627,2351,6,9,754,Shelter Kit,50,250,12500,2024-01-24,2024-01-28,4,In Transit,Handcarry,DP-50,STF-170,Biometric,1,0,
8628,DIST-008628,2628,7,8,510,NFI Kit,22,85,1870,2023-05-25,2023-05-26,1,Completed,Truck,DP-34,STF-022,List-based,1,1,
8629,DIST-008629,2333,8,10,308,Education Kit,44,35,1540,2022-11-04,2022-11-04,0,Failed,Boat,DP-28,STF-033,Token,1,0,
8630,DIST-008630,3613,1,4,659,Winterization Kit,6,75,450,2023-10-21,2023-10-31,10,Completed,Air,DP-12,STF-136,Voucher,1,0,
8631,DIST-008631,1758,1,4,249,Cash Transfer,41,100,4100,2022-09-06,2022-09-16,10,Completed,Truck,DP-21,STF-152,List-based,1,0,
8632,DIST-008632,549,11,8,729,Shelter Kit,22,250,5500,2023-12-30,2023-12-31,1,Completed,Boat,DP-45,STF-031,Biometric,1,0,
8633,DIST-008633,4817,10,8,79,Winterization Kit,27,75,2025,2022-03-20,2022-03-25,5,Completed,Boat,DP-50,STF-138,Token,1,0,
8634,DIST-008634,4984,8,1,480,NFI Kit,8,85,680,2023-04-25,2023-04-27,2,Completed,Handcarry,DP-45,STF-188,Biometric,1,0,
8635,DIST-008635,673,9,10,233,WASH Kit,21,60,1260,2022-08-21,2022-08-31,10,Completed,Handcarry,DP-49,STF-045,Voucher,1,1,
8636,DIST-008636,1072,11,8,876,WASH Kit,16,60,960,2024-05-25,2024-06-11,17,Delayed,Truck,DP-50,STF-028,Biometric,1,0,
8637,DIST-008637,143,8,2,524,Winterization Kit,38,75,2850,2023-06-08,2023-06-09,1,Completed,Truck,DP-44,STF-052,Token,0,0,
8638,DIST-008638,4400,15,9,422,Medical Supplies,28,120,3360,2023-02-26,2023-03-01,3,Partial,Handcarry,DP-07,STF-120,List-based,1,0,
8639,DIST-008639,2624,6,10,281,Cash Transfer,5,100,500,2022-10-08,2022-10-13,5,Completed,Truck,DP-49,STF-102,Biometric,1,0,
8640,DIST-008640,25,7,8,580,Shelter Kit,14,250,3500,2023-08-03,2023-08-08,5,Partial,Handcarry,DP-37,STF-126,Voucher,1,0,
8641,DIST-008641,4495,14,1,644,Winterization Kit,43,75,3225,2023-10-06,2023-10-08,2,Partial,Air,DP-07,STF-042,Biometric,1,0,
8642,DIST-008642,3123,5,9,214,Shelter Kit,19,250,4750,2022-08-02,2022-08-12,10,Completed,Handcarry,DP-26,STF-001,List-based,1,0,
8643,DIST-008643,4213,2,5,597,Food Ration,28,45,1260,2023-08-20,2023-08-23,3,In Transit,Handcarry,DP-32,STF-061,Token,0,0,
8644,DIST-008644,2814,12,2,760,Education Kit,35,35,1225,2024-01-30,2024-01-31,1,In Transit,Air,DP-02,STF-128,Voucher,1,0,
8645,DIST-008645,2347,14,3,539,WASH Kit,32,60,1920,2023-06-23,2023-07-06,13,Delayed,Handcarry,DP-50,STF-055,Biometric,0,0,
8646,DIST-008646,130,2,3,154,Education Kit,45,35,1575,2022-06-03,2022-06-12,9,Completed,Air,DP-49,STF-096,List-based,1,0,
8647,DIST-008647,1274,8,5,149,Shelter Kit,10,250,2500,2022-05-29,2022-06-08,10,Completed,Boat,DP-18,STF-067,Voucher,1,0,
8648,DIST-008648,1343,1,4,1035,Winterization Kit,31,75,2325,2024-10-31,2024-11-10,10,Completed,Boat,DP-03,STF-058,Biometric,1,0,
8649,DIST-008649,2292,7,8,843,Medical Supplies,23,120,2760,2024-04-22,2024-04-27,5,Completed,Handcarry,DP-44,STF-008,Biometric,0,0,
8650,DIST-008650,1023,10,10,827,Medical Supplies,46,120,5520,2024-04-06,2024-04-17,11,Delayed,Boat,DP-18,STF-181,Token,1,0,
8651,DIST-008651,557,8,9,484,Winterization Kit,6,75,450,2023-04-29,2023-05-09,10,Partial,Boat,DP-43,STF-111,Biometric,0,0,
8652,DIST-008652,4879,14,9,1003,NFI Kit,37,85,3145,2024-09-29,2024-10-03,4,Delayed,Boat,DP-37,STF-166,Token,1,0,
8653,DIST-008653,192,4,3,184,Cash Transfer,8,100,800,2022-07-03,2022-07-05,2,Completed,Air,DP-05,STF-173,Token,1,0,
8654,DIST-008654,4078,9,5,109,Winterization Kit,38,75,2850,2022-04-19,2022-04-21,2,Completed,Handcarry,DP-36,STF-062,Biometric,1,0,
8655,DIST-008655,3893,8,10,774,Shelter Kit,50,250,12500,2024-02-13,2024-02-13,0,Completed,Truck,DP-08,STF-154,Voucher,1,0,
8656,DIST-008656,2234,4,3,109,WASH Kit,49,60,2940,2022-04-19,2022-04-20,1,Completed,Truck,DP-30,STF-150,Voucher,1,0,
8657,DIST-008657,4617,6,2,552,WASH Kit,24,60,1440,2023-07-06,2023-07-13,7,Completed,Boat,DP-21,STF-125,List-based,1,1,
8658,DIST-008658,2344,11,10,1032,Winterization Kit,1,75,75,2024-10-28,2024-10-28,0,Completed,Handcarry,DP-38,STF-061,Voucher,0,0,
8659,DIST-008659,4580,13,5,932,Shelter Kit,18,250,4500,2024-07-20,2024-07-28,8,In Transit,Air,DP-07,STF-052,Biometric,0,0,
8660,DIST-008660,3727,1,5,854,Shelter Kit,44,250,11000,2024-05-03,2024-05-05,2,In Transit,Truck,DP-19,STF-010,Biometric,1,1,
8661,DIST-008661,33,13,4,139,Medical Supplies,6,120,720,2022-05-19,2022-05-21,2,Completed,Air,DP-46,STF-109,Biometric,1,0,
8662,DIST-008662,1083,8,8,286,Education Kit,26,35,910,2022-10-13,2022-10-16,3,Completed,Boat,DP-14,STF-128,List-based,1,0,
8663,DIST-008663,4952,15,10,431,Cash Transfer,25,100,2500,2023-03-07,2023-03-13,6,Completed,Air,DP-07,STF-014,List-based,1,0,
8664,DIST-008664,4292,11,4,379,Education Kit,28,35,980,2023-01-14,2023-01-23,9,Partial,Truck,DP-50,STF-068,Biometric,1,0,
8665,DIST-008665,4110,5,6,33,Shelter Kit,49,250,12250,2022-02-02,2022-02-03,1,Completed,Boat,DP-14,STF-136,List-based,1,0,
8666,DIST-008666,671,10,1,1085,WASH Kit,18,60,1080,2024-12-20,2024-12-24,4,Completed,Truck,DP-28,STF-100,List-based,1,0,
8667,DIST-008667,539,7,1,747,Winterization Kit,39,75,2925,2024-01-17,2024-01-23,6,Partial,Truck,DP-01,STF-197,Voucher,1,0,
8668,DIST-008668,1661,11,3,377,Medical Supplies,15,120,1800,2023-01-12,2023-01-20,8,Completed,Boat,DP-23,STF-033,List-based,1,0,
8669,DIST-008669,381,13,1,250,WASH Kit,20,60,1200,2022-09-07,2022-09-13,6,Partial,Boat,DP-05,STF-041,Token,1,0,
8670,DIST-008670,3866,9,1,667,WASH Kit,18,60,1080,2023-10-29,2023-10-31,2,Completed,Boat,DP-04,STF-177,Voucher,1,0,
8671,DIST-008671,1277,13,10,61,Education Kit,24,35,840,2022-03-02,2022-03-03,1,In Transit,Boat,DP-01,STF-069,List-based,1,0,
8672,DIST-008672,4425,8,7,19,Education Kit,16,35,560,2022-01-19,2022-01-20,1,Completed,Air,DP-49,STF-156,List-based,1,0,
8673,DIST-008673,3117,1,9,996,Winterization Kit,12,75,900,2024-09-22,2024-09-24,2,Completed,Boat,DP-26,STF-154,Voucher,1,0,
8674,DIST-008674,1055,11,2,555,Food Ration,17,45,765,2023-07-09,2023-07-14,5,Completed,Air,DP-01,STF-088,Biometric,1,0,
8675,DIST-008675,1081,12,2,345,Winterization Kit,32,75,2400,2022-12-11,2022-12-21,10,Completed,Handcarry,DP-36,STF-079,Token,0,0,
8676,DIST-008676,3218,7,1,124,Shelter Kit,50,250,12500,2022-05-04,2022-05-08,4,Failed,Truck,DP-11,STF-097,Token,1,0,
8677,DIST-008677,1589,4,3,151,Winterization Kit,40,75,3000,2022-05-31,2022-06-03,3,Partial,Boat,DP-17,STF-052,Token,1,0,
8678,DIST-008678,946,14,1,1083,Cash Transfer,48,100,4800,2024-12-18,2024-12-28,10,Completed,Air,DP-45,STF-085,Voucher,0,0,
8679,DIST-008679,1262,1,8,1057,Winterization Kit,36,75,2700,2024-11-22,2024-11-22,0,Completed,Handcarry,DP-26,STF-100,Token,1,0,
8680,DIST-008680,3528,3,1,513,Food Ration,13,45,585,2023-05-28,2023-06-07,10,Completed,Handcarry,DP-19,STF-167,List-based,1,0,
8681,DIST-008681,3261,9,2,530,Cash Transfer,34,100,3400,2023-06-14,2023-06-14,0,Completed,Truck,DP-34,STF-026,Voucher,1,0,
8682,DIST-008682,845,4,10,1077,Cash Transfer,7,100,700,2024-12-12,2024-12-20,8,Delayed,Boat,DP-46,STF-148,Token,1,0,
8683,DIST-008683,502,13,4,584,Shelter Kit,13,250,3250,2023-08-07,2023-08-15,8,Completed,Truck,DP-35,STF-005,List-based,1,1,
8684,DIST-008684,2766,7,4,248,Medical Supplies,15,120,1800,2022-09-05,2022-09-14,9,Delayed,Handcarry,DP-41,STF-027,Token,0,0,
8685,DIST-008685,3492,10,10,137,Cash Transfer,38,100,3800,2022-05-17,2022-05-17,0,Partial,Air,DP-15,STF-084,List-based,1,0,
8686,DIST-008686,1700,12,5,227,Education Kit,2,35,70,2022-08-15,2022-08-18,3,Completed,Truck,DP-01,STF-189,List-based,0,0,
8687,DIST-008687,3873,13,3,817,Cash Transfer,25,100,2500,2024-03-27,2024-04-05,9,Partial,Boat,DP-02,STF-146,Voucher,1,0,
8688,DIST-008688,4716,14,8,291,Medical Supplies,48,120,5760,2022-10-18,2022-10-22,4,Partial,Truck,DP-02,STF-119,Biometric,1,0,
8689,DIST-008689,4853,4,7,146,Education Kit,32,35,1120,2022-05-26,2022-05-27,1,Completed,Air,DP-45,STF-186,Biometric,0,0,
8690,DIST-008690,2546,7,1,523,NFI Kit,14,85,1190,2023-06-07,2023-06-13,6,In Transit,Truck,DP-06,STF-157,Voucher,0,0,
8691,DIST-008691,4557,2,10,178,Education Kit,44,35,1540,2022-06-27,2022-07-09,12,Delayed,Boat,DP-39,STF-151,List-based,1,0,
8692,DIST-008692,4141,5,2,1031,Medical Supplies,45,120,5400,2024-10-27,2024-11-06,10,Partial,Boat,DP-39,STF-156,Biometric,0,1,
8693,DIST-008693,1330,10,1,519,Education Kit,14,35,490,2023-06-03,2023-06-08,5,Delayed,Handcarry,DP-16,STF-043,Voucher,1,0,
8694,DIST-008694,4767,14,10,522,Winterization Kit,47,75,3525,2023-06-06,2023-06-10,4,Completed,Air,DP-08,STF-135,Voucher,1,0,
8695,DIST-008695,1385,12,3,932,NFI Kit,16,85,1360,2024-07-20,2024-07-29,9,Completed,Air,DP-32,STF-163,List-based,1,0,
8696,DIST-008696,3340,11,4,388,Food Ration,4,45,180,2023-01-23,2023-01-25,2,Completed,Air,DP-48,STF-139,Voucher,1,0,
8697,DIST-008697,1292,12,6,497,Shelter Kit,3,250,750,2023-05-12,2023-05-16,4,Completed,Handcarry,DP-47,STF-080,Token,0,0,
8698,DIST-008698,2624,7,10,513,Shelter Kit,11,250,2750,2023-05-28,2023-06-04,7,Completed,Truck,DP-44,STF-115,List-based,0,1,
8699,DIST-008699,460,13,1,788,WASH Kit,27,60,1620,2024-02-27,2024-02-27,0,In Transit,Handcarry,DP-02,STF-104,Biometric,1,0,
8700,DIST-008700,2981,1,10,591,Cash Transfer,44,100,4400,2023-08-14,2023-08-14,0,Completed,Boat,DP-34,STF-114,Token,1,0,
8701,DIST-008701,2849,9,4,329,Cash Transfer,38,100,3800,2022-11-25,2022-12-15,20,Delayed,Air,DP-36,STF-056,List-based,1,0,
8702,DIST-008702,497,10,8,619,Education Kit,38,35,1330,2023-09-11,2023-09-15,4,Completed,Air,DP-09,STF-170,Voucher,1,0,
8703,DIST-008703,1593,14,6,188,Education Kit,18,35,630,2022-07-07,2022-07-07,0,Failed,Truck,DP-18,STF-132,List-based,1,0,
8704,DIST-008704,2501,2,4,1087,Food Ration,7,45,315,2024-12-22,2024-12-30,8,Delayed,Boat,DP-39,STF-102,List-based,0,0,
8705,DIST-008705,677,8,2,569,Food Ration,10,45,450,2023-07-23,2023-08-01,9,In Transit,Boat,DP-25,STF-140,Voucher,0,0,
8706,DIST-008706,1796,1,4,38,Cash Transfer,41,100,4100,2022-02-07,2022-02-07,0,Completed,Boat,DP-34,STF-039,List-based,1,0,
8707,DIST-008707,901,9,8,785,Shelter Kit,14,250,3500,2024-02-24,2024-02-28,4,Completed,Truck,DP-29,STF-174,List-based,0,0,
8708,DIST-008708,4047,8,3,444,Cash Transfer,23,100,2300,2023-03-20,2023-03-28,8,Partial,Air,DP-32,STF-095,Voucher,1,0,
8709,DIST-008709,1537,10,7,234,Winterization Kit,17,75,1275,2022-08-22,2022-08-23,1,Completed,Boat,DP-46,STF-048,List-based,1,0,
8710,DIST-008710,3352,15,6,1078,Medical Supplies,41,120,4920,2024-12-13,2024-12-17,4,In Transit,Handcarry,DP-09,STF-102,List-based,1,0,
8711,DIST-008711,1725,7,8,211,Food Ration,42,45,1890,2022-07-30,2022-08-05,6,Partial,Boat,DP-03,STF-015,List-based,0,0,
8712,DIST-008712,2204,1,5,105,WASH Kit,13,60,780,2022-04-15,2022-04-17,2,Completed,Air,DP-35,STF-117,Biometric,0,0,
8713,DIST-008713,3741,2,7,38,WASH Kit,50,60,3000,2022-02-07,2022-02-10,3,Completed,Truck,DP-49,STF-139,Voucher,1,0,
8714,DIST-008714,3909,15,1,551,Winterization Kit,12,75,900,2023-07-05,2023-07-10,5,Completed,Handcarry,DP-13,STF-031,Voucher,0,0,
8715,DIST-008715,3081,6,6,647,Education Kit,18,35,630,2023-10-09,2023-10-12,3,In Transit,Boat,DP-33,STF-166,List-based,1,0,
8716,DIST-008716,1873,14,1,564,Winterization Kit,4,75,300,2023-07-18,2023-07-28,10,Completed,Handcarry,DP-36,STF-174,Biometric,1,1,
8717,DIST-008717,929,9,8,212,WASH Kit,16,60,960,2022-07-31,2022-08-06,6,Completed,Handcarry,DP-17,STF-034,Token,1,0,
8718,DIST-008718,1187,14,9,334,NFI Kit,32,85,2720,2022-11-30,2022-11-30,0,Completed,Handcarry,DP-31,STF-195,Voucher,1,0,
8719,DIST-008719,2672,2,6,813,NFI Kit,38,85,3230,2024-03-23,2024-03-26,3,Completed,Boat,DP-11,STF-190,List-based,1,0,
8720,DIST-008720,4422,3,2,210,Cash Transfer,11,100,1100,2022-07-29,2022-08-16,18,Delayed,Air,DP-26,STF-183,Biometric,1,0,
8721,DIST-008721,699,14,3,822,NFI Kit,33,85,2805,2024-04-01,2024-04-01,0,In Transit,Truck,DP-11,STF-071,Token,0,0,
8722,DIST-008722,3569,15,9,225,Medical Supplies,4,120,480,2022-08-13,2022-08-15,2,Completed,Handcarry,DP-27,STF-155,Biometric,0,0,
8723,DIST-008723,631,3,7,428,Shelter Kit,22,250,5500,2023-03-04,2023-03-05,1,Completed,Truck,DP-37,STF-119,Voucher,0,1,
8724,DIST-008724,1882,14,4,101,Education Kit,14,35,490,2022-04-11,2022-04-17,6,In Transit,Boat,DP-28,STF-173,Voucher,1,0,
8725,DIST-008725,4097,10,5,592,Food Ration,3,45,135,2023-08-15,2023-08-24,9,Completed,Boat,DP-17,STF-068,Voucher,1,0,
8726,DIST-008726,4622,5,3,645,Medical Supplies,27,120,3240,2023-10-07,2023-10-15,8,Completed,Truck,DP-26,STF-126,List-based,1,0,
8727,DIST-008727,731,11,8,294,Winterization Kit,36,75,2700,2022-10-21,2022-10-24,3,Completed,Air,DP-20,STF-097,List-based,1,0,
8728,DIST-008728,4009,5,3,332,WASH Kit,48,60,2880,2022-11-28,2022-12-01,3,Completed,Boat,DP-16,STF-083,Biometric,0,0,
8729,DIST-008729,3495,13,9,828,Education Kit,41,35,1435,2024-04-07,2024-04-10,3,Completed,Air,DP-48,STF-084,Voucher,1,0,
8730,DIST-008730,4274,6,2,962,NFI Kit,49,85,4165,2024-08-19,2024-08-28,9,Completed,Handcarry,DP-12,STF-068,Biometric,1,0,
8731,DIST-008731,306,3,9,50,Education Kit,46,35,1610,2022-02-19,2022-02-23,4,Partial,Truck,DP-02,STF-030,List-based,0,0,
8732,DIST-008732,2286,3,3,608,Shelter Kit,32,250,8000,2023-08-31,2023-09-04,4,Failed,Boat,DP-11,STF-185,Token,1,0,
8733,DIST-008733,219,8,5,849,Food Ration,17,45,765,2024-04-28,2024-05-02,4,Completed,Truck,DP-20,STF-046,Token,0,0,
8734,DIST-008734,858,3,5,104,Cash Transfer,21,100,2100,2022-04-14,2022-04-24,10,Partial,Handcarry,DP-15,STF-035,List-based,1,0,
8735,DIST-008735,466,1,10,184,Shelter Kit,30,250,7500,2022-07-03,2022-07-09,6,Completed,Handcarry,DP-15,STF-042,Voucher,0,0,
8736,DIST-008736,4882,14,4,634,Shelter Kit,28,250,7000,2023-09-26,2023-10-05,9,Delayed,Truck,DP-40,STF-074,Voucher,1,0,
8737,DIST-008737,4096,1,9,769,WASH Kit,36,60,2160,2024-02-08,2024-02-10,2,Completed,Boat,DP-02,STF-188,Voucher,1,0,
8738,DIST-008738,1565,4,6,80,Shelter Kit,5,250,1250,2022-03-21,2022-03-21,0,Completed,Boat,DP-29,STF-147,Token,1,0,
8739,DIST-008739,4853,6,4,279,Winterization Kit,17,75,1275,2022-10-06,2022-10-11,5,In Transit,Boat,DP-19,STF-140,List-based,1,0,
8740,DIST-008740,286,9,6,821,Food Ration,11,45,495,2024-03-31,2024-04-08,8,Completed,Air,DP-46,STF-066,List-based,1,0,
8741,DIST-008741,1966,3,3,831,WASH Kit,36,60,2160,2024-04-10,2024-04-29,19,Delayed,Boat,DP-40,STF-050,Token,1,0,
8742,DIST-008742,1522,2,5,685,NFI Kit,23,85,1955,2023-11-16,2023-11-17,1,Partial,Air,DP-23,STF-034,List-based,0,0,
8743,DIST-008743,1176,8,9,642,Cash Transfer,26,100,2600,2023-10-04,2023-10-11,7,Completed,Handcarry,DP-28,STF-146,Voucher,0,0,
8744,DIST-008744,2089,9,8,776,Cash Transfer,28,100,2800,2024-02-15,2024-02-23,8,Completed,Boat,DP-46,STF-195,Token,1,0,
8745,DIST-008745,2138,10,3,383,Winterization Kit,44,75,3300,2023-01-18,2023-01-20,2,In Transit,Boat,DP-49,STF-164,Voucher,1,0,
8746,DIST-008746,4192,13,1,171,Medical Supplies,19,120,2280,2022-06-20,2022-06-27,7,Completed,Handcarry,DP-33,STF-098,Voucher,1,0,
8747,DIST-008747,3078,7,6,1036,Food Ration,34,45,1530,2024-11-01,2024-11-01,0,Completed,Boat,DP-45,STF-010,Voucher,0,0,
8748,DIST-008748,1498,6,2,35,Education Kit,29,35,1015,2022-02-04,2022-02-07,3,In Transit,Handcarry,DP-35,STF-029,Biometric,1,0,
8749,DIST-008749,3843,7,6,113,Medical Supplies,14,120,1680,2022-04-23,2022-04-26,3,Completed,Boat,DP-01,STF-176,List-based,1,0,
8750,DIST-008750,4270,7,5,902,Medical Supplies,6,120,720,2024-06-20,2024-06-26,6,Completed,Handcarry,DP-42,STF-002,Token,1,0,
8751,DIST-008751,3676,6,5,18,Food Ration,37,45,1665,2022-01-18,2022-01-19,1,In Transit,Boat,DP-35,STF-043,List-based,0,0,
8752,DIST-008752,470,1,1,1017,Food Ration,24,45,1080,2024-10-13,2024-10-15,2,Completed,Handcarry,DP-25,STF-131,Voucher,1,0,
8753,DIST-008753,3269,10,3,611,WASH Kit,42,60,2520,2023-09-03,2023-09-05,2,Completed,Air,DP-01,STF-133,Biometric,0,0,
8754,DIST-008754,4237,8,7,944,Shelter Kit,50,250,12500,2024-08-01,2024-08-08,7,Partial,Handcarry,DP-06,STF-014,Biometric,1,0,
8755,DIST-008755,4723,12,8,41,Cash Transfer,9,100,900,2022-02-10,2022-02-27,17,Delayed,Boat,DP-44,STF-005,Voucher,1,0,
8756,DIST-008756,2876,2,4,381,NFI Kit,8,85,680,2023-01-16,2023-01-21,5,Completed,Air,DP-20,STF-101,List-based,0,0,
8757,DIST-008757,940,2,5,112,Medical Supplies,20,120,2400,2022-04-22,2022-04-26,4,Completed,Handcarry,DP-40,STF-163,List-based,1,0,
8758,DIST-008758,67,7,6,614,Winterization Kit,25,75,1875,2023-09-06,2023-09-13,7,Delayed,Truck,DP-36,STF-145,List-based,0,1,
8759,DIST-008759,1857,3,4,1002,Education Kit,25,35,875,2024-09-28,2024-10-02,4,Completed,Air,DP-40,STF-142,Biometric,0,0,
8760,DIST-008760,2941,8,9,680,Food Ration,8,45,360,2023-11-11,2023-11-25,14,Delayed,Truck,DP-48,STF-077,Biometric,1,0,
8761,DIST-008761,3043,3,8,103,WASH Kit,18,60,1080,2022-04-13,2022-04-23,10,Failed,Handcarry,DP-14,STF-093,Token,0,1,
8762,DIST-008762,4394,10,4,202,NFI Kit,45,85,3825,2022-07-21,2022-07-26,5,Completed,Truck,DP-41,STF-069,Token,1,1,
8763,DIST-008763,4831,2,4,627,NFI Kit,1,85,85,2023-09-19,2023-09-27,8,Completed,Handcarry,DP-48,STF-098,Voucher,0,0,
8764,DIST-008764,270,12,7,1047,WASH Kit,20,60,1200,2024-11-12,2024-11-16,4,In Transit,Handcarry,DP-40,STF-190,Voucher,1,0,
8765,DIST-008765,2049,5,8,1012,Education Kit,25,35,875,2024-10-08,2024-10-16,8,Completed,Boat,DP-11,STF-190,Biometric,1,0,
8766,DIST-008766,4321,12,9,693,WASH Kit,24,60,1440,2023-11-24,2023-11-25,1,Completed,Handcarry,DP-01,STF-009,List-based,1,0,
8767,DIST-008767,4891,1,5,575,Medical Supplies,8,120,960,2023-07-29,2023-07-29,0,Completed,Handcarry,DP-10,STF-044,List-based,1,0,
8768,DIST-008768,2528,10,5,1031,Education Kit,6,35,210,2024-10-27,2024-10-27,0,In Transit,Air,DP-04,STF-063,Token,1,0,
8769,DIST-008769,3547,3,8,432,Cash Transfer,24,100,2400,2023-03-08,2023-03-15,7,Completed,Air,DP-37,STF-041,Token,1,0,
8770,DIST-008770,3828,4,6,69,Medical Supplies,50,120,6000,2022-03-10,2022-03-18,8,In Transit,Handcarry,DP-40,STF-038,Voucher,1,0,
8771,DIST-008771,1702,9,7,6,Cash Transfer,15,100,1500,2022-01-06,2022-01-13,7,Completed,Handcarry,DP-46,STF-062,Voucher,1,0,
8772,DIST-008772,4386,15,2,210,Winterization Kit,24,75,1800,2022-07-29,2022-08-05,7,Completed,Air,DP-11,STF-179,Biometric,0,0,
8773,DIST-008773,1140,5,7,873,Education Kit,41,35,1435,2024-05-22,2024-05-26,4,Completed,Handcarry,DP-23,STF-173,Token,1,0,
8774,DIST-008774,3234,15,3,105,Medical Supplies,50,120,6000,2022-04-15,2022-04-18,3,Completed,Air,DP-10,STF-182,Token,0,0,
8775,DIST-008775,4292,7,7,766,NFI Kit,30,85,2550,2024-02-05,2024-02-05,0,Failed,Boat,DP-14,STF-022,List-based,1,0,
8776,DIST-008776,3602,5,3,526,Education Kit,40,35,1400,2023-06-10,2023-06-20,10,Delayed,Handcarry,DP-41,STF-177,Token,1,0,
8777,DIST-008777,3865,1,10,183,Food Ration,16,45,720,2022-07-02,2022-07-07,5,Completed,Truck,DP-45,STF-017,Voucher,1,0,
8778,DIST-008778,2292,10,9,638,Winterization Kit,22,75,1650,2023-09-30,2023-10-04,4,Completed,Air,DP-14,STF-061,List-based,1,0,
8779,DIST-008779,2906,1,3,811,Cash Transfer,47,100,4700,2024-03-21,2024-03-31,10,In Transit,Boat,DP-06,STF-013,List-based,1,0,
8780,DIST-008780,1334,12,3,188,Education Kit,33,35,1155,2022-07-07,2022-07-08,1,Partial,Handcarry,DP-19,STF-179,Token,1,0,
8781,DIST-008781,1456,9,10,437,Shelter Kit,33,250,8250,2023-03-13,2023-03-31,18,Delayed,Air,DP-24,STF-094,Biometric,1,0,
